disk_usage_percent,temperature,read_error_rate,write_error_rate,reallocated_sector_count,pending_sector_count,power_on_hours,label
45,39,1,7,20,94,17101,0
98,62,25,31,190,153,25189,1
34,61,29,28,119,20,18712,0
10,65,18,46,44,51,22919,0
68,26,46,48,17,27,48788,1
16,27,47,26,152,18,1874,0
75,66,13,41,149,105,42568,1
99,55,20,23,67,91,30014,1
23,53,16,45,13,194,31475,1
39,30,13,25,57,77,38373,0
97,34,29,18,145,31,48141,0
93,41,7,19,100,197,9579,1
80,36,17,19,134,96,15000,1
61,65,1,18,163,27,45312,0
81,69,4,9,137,61,33657,0
12,35,4,47,163,191,30753,1
15,58,41,20,151,93,43953,1
41,57,6,23,61,167,34357,1
44,65,46,1,176,12,25031,0
28,52,35,48,89,113,45755,1
10,29,36,20,192,129,33788,1
13,33,12,39,167,182,4365,1
93,65,0,15,174,82,3803,0
47,41,1,47,31,31,277,0
59,55,33,20,164,26,23370,0
57,41,20,38,167,69,17252,1
79,39,39,6,66,155,13866,1
74,30,34,23,89,99,14124,1
69,50,31,40,23,63,26570,1
60,42,12,31,24,153,3719,1
36,52,22,6,154,143,42515,1
28,30,21,13,179,5,29015,0
55,53,14,17,56,94,22768,1
99,38,4,0,6,19,42481,0
62,36,30,26,31,188,42089,1
64,59,25,6,134,11,27692,0
22,31,9,37,37,148,21403,1
79,56,44,46,160,165,35608,1
93,32,11,3,159,87,14513,0
20,31,3,5,108,8,46817,0
83,27,11,13,75,198,44870,1
42,39,27,27,3,156,14444,1
75,50,36,35,136,105,49400,1
52,49,48,37,160,186,167,1
42,44,39,0,141,19,17780,0
63,53,19,22,5,109,44310,1
90,27,18,18,165,162,35306,1
70,34,8,28,106,70,29080,0
16,65,47,24,51,6,22233,0
59,27,6,8,195,90,17660,0
71,62,3,40,14,33,38101,0
15,49,25,33,105,140,13753,1
40,33,46,32,103,94,11949,1
66,44,42,43,199,107,11393,1
90,46,18,43,98,88,17799,1
39,37,14,37,33,49,36102,0
29,48,3,27,102,124,22253,1
83,39,29,4,81,4,18339,0
92,44,23,3,99,131,7620,1
70,66,32,40,107,23,1089,0
30,69,40,48,95,24,43687,0
70,42,30,2,36,74,7630,0
81,47,30,42,176,174,44006,1
50,43,34,33,6,58,5894,1
63,42,21,5,93,134,14961,1
42,44,39,7,153,146,41418,1
75,53,37,48,121,51,20321,1
49,65,35,42,197,178,49623,1
26,26,18,18,181,126,37025,1
13,30,8,47,115,179,20722,1
87,58,46,44,120,5,34044,0
87,33,36,44,112,96,32255,1
41,47,38,6,171,153,19721,1
52,57,36,0,18,8,26198,0
37,47,0,10,74,104,29764,0
57,61,9,13,189,186,46924,1
87,55,13,43,193,192,37991,1
83,40,26,10,134,57,2468,0
61,56,36,31,21,40,24228,0
32,69,35,2,28,128,48757,1
21,49,19,9,174,39,43616,0
92,62,5,49,7,12,15235,0
42,29,16,1,93,18,8469,0
45,59,30,10,76,16,32964,0
82,61,5,38,103,84,3074,1
40,61,28,45,92,67,8312,1
37,65,21,27,132,72,25141,0
83,26,3,1,114,123,43345,1
52,60,1,16,91,151,10663,1
50,33,42,35,93,185,31329,1
21,30,45,28,107,82,11076,1
56,54,9,45,36,199,19621,1
75,47,24,36,92,55,39277,0
87,32,21,14,4,118,33384,1
48,66,5,10,172,113,8796,1
60,44,8,30,93,124,17693,1
68,55,36,45,196,66,44017,1
70,57,19,11,40,88,39688,0
82,44,33,27,134,193,32361,1
29,43,18,16,69,152,7853,1
38,63,32,6,31,78,44412,0
51,43,25,1,54,14,5749,0
60,40,42,3,176,81,10019,1
65,67,31,43,117,170,18743,1
44,32,14,10,114,75,29387,0
36,41,19,42,185,63,29908,1
87,39,43,11,46,163,29921,1
96,27,40,18,31,49,11264,0
66,57,4,24,42,154,26874,1
36,38,33,4,64,107,17591,1
91,57,29,8,65,104,30371,1
76,56,39,35,61,113,21767,1
33,46,15,20,149,44,19742,0
92,26,10,39,171,23,1019,0
24,28,4,6,117,32,45151,0
14,32,36,28,69,89,12548,1
79,65,7,0,31,41,49266,0
19,31,6,5,170,66,24121,0
54,66,15,27,3,36,10361,0
37,54,12,31,119,35,31406,0
82,38,21,10,133,62,41239,0
86,47,30,16,110,171,10938,1
56,33,28,10,173,95,25160,1
88,60,46,45,172,119,19480,1
27,60,22,39,190,66,45736,1
54,34,34,8,154,112,8541,1
99,44,7,47,24,175,9894,1
47,57,8,37,26,6,27581,0
52,55,12,21,130,28,7351,0
15,36,24,3,96,116,38188,1
53,33,34,24,15,127,19961,1
41,25,13,3,107,189,10705,1
16,28,31,22,18,36,16507,0
51,46,19,16,178,85,37515,0
67,60,36,44,3,97,37613,1
21,66,33,2,54,68,31142,0
81,45,2,47,156,127,40816,1
74,41,4,43,122,41,48727,0
59,51,2,23,192,21,28777,0
80,46,5,39,174,20,28736,0
46,67,49,22,86,137,9653,1
56,40,43,24,167,183,15670,1
61,52,3,48,53,167,3973,1
24,56,6,14,17,0,8139,0
23,33,47,21,35,161,36949,1
87,30,45,41,84,166,38232,1
85,52,34,27,92,110,41845,1
16,45,9,43,57,22,42709,0
16,27,20,15,31,148,19463,1
63,53,25,49,74,57,38639,1
14,48,45,45,62,110,15053,1
82,54,32,41,188,7,28866,0
37,49,37,24,90,164,20859,1
72,50,30,18,187,84,9364,1
10,50,43,25,167,131,4523,1
22,31,28,6,22,14,29610,0
46,61,31,1,85,62,28858,0
88,42,31,41,71,78,32210,1
66,42,26,34,44,197,24596,1
42,44,43,40,83,147,40871,1
77,52,48,8,162,73,26118,1
66,30,31,33,119,149,3481,1
38,39,43,38,76,128,27640,1
85,38,17,19,105,70,7283,0
53,35,3,2,171,140,1179,1
22,63,27,29,136,174,28389,1
68,54,1,11,36,32,39945,0
45,27,18,16,162,175,31997,1
54,63,7,10,46,143,14490,1
85,39,37,0,117,48,27350,0
86,31,3,38,167,186,19660,1
18,55,28,14,194,154,2342,1
70,67,19,12,120,122,10547,1
24,27,27,30,61,100,19311,1
88,61,14,4,187,3,32216,0
36,43,19,31,8,119,9820,1
11,28,48,41,67,21,21087,0
61,42,34,42,59,59,28753,1
27,59,48,9,75,22,41795,0
94,65,26,30,10,73,27122,1
81,37,43,30,167,102,7131,1
10,41,7,48,114,66,13848,1
15,33,38,21,33,65,24217,1
23,30,2,39,78,30,24266,0
43,58,34,2,68,0,36781,0
39,38,22,30,59,191,14973,1
70,40,19,11,127,125,27355,1
32,60,34,25,89,11,397,0
83,32,38,38,191,40,18973,0
57,58,18,34,33,67,37305,0
73,31,16,48,65,102,46217,1
24,42,48,26,114,165,21491,1
48,68,28,34,112,180,36691,1
76,25,1,40,101,164,4176,1
58,31,4,26,44,159,47350,1
91,40,21,32,6,173,17777,1
33,59,10,35,160,172,8889,1
26,48,30,5,64,20,11184,0
88,47,16,32,66,187,6930,1
78,51,27,27,45,181,47149,1
88,26,32,6,142,166,194,1
41,46,0,2,198,47,4186,0
43,31,2,18,104,132,21099,1
98,27,1,35,121,86,13472,1
92,42,21,48,182,131,46712,1
37,26,40,46,100,137,14800,1
31,40,23,14,123,94,49300,1
55,52,22,37,42,173,41000,1
21,69,2,46,196,160,6730,1
47,43,23,28,75,141,41888,1
38,63,44,15,93,44,8611,0
85,45,49,34,51,84,15585,1
12,33,25,38,186,117,15681,1
42,36,20,21,152,128,32351,1
41,55,4,42,29,126,33665,1
22,37,8,21,184,161,37791,1
88,27,17,5,4,108,48261,1
46,62,2,13,123,93,14019,0
88,31,44,39,30,194,33185,1
72,26,24,5,149,111,39679,1
91,63,20,23,158,31,19734,0
95,25,41,8,102,77,44145,1
75,52,47,43,132,150,27853,1
56,41,43,12,90,173,431,1
19,39,48,42,95,132,35001,1
87,52,0,41,54,111,6874,1
34,58,8,46,54,141,44776,1
26,40,27,5,44,73,35695,0
23,44,43,10,186,101,49254,1
97,58,32,24,70,108,18827,1
84,64,14,17,89,160,33651,1
67,50,29,22,154,60,4632,0
71,53,45,15,87,1,44620,0
79,68,5,44,188,147,49264,1
25,37,2,17,189,76,18596,0
61,36,21,41,152,150,27625,1
22,25,7,3,104,134,19576,1
10,31,12,2,101,6,956,0
71,37,43,22,7,137,18043,1
52,26,12,9,147,29,1419,0
61,58,16,24,140,56,18639,0
96,52,31,39,120,134,31594,1
18,66,18,48,181,184,43477,1
26,65,1,1,51,96,2265,0
28,37,24,47,115,65,44088,1
32,68,1,20,115,47,25263,0
44,39,10,22,92,78,24614,0
73,46,39,22,147,115,47973,1
51,58,36,36,25,178,44946,1
42,34,45,2,30,62,22053,0
34,64,39,25,97,152,12430,1
29,63,25,39,72,137,31526,1
55,44,22,47,152,68,24203,1
40,69,3,20,94,98,19223,1
84,29,19,47,171,106,39036,1
54,56,34,18,71,116,33889,1
65,48,39,39,15,62,42386,1
35,34,34,36,9,122,31465,1
94,56,1,40,162,152,7606,1
42,25,22,34,68,62,14457,0
39,40,11,13,147,66,13613,0
56,51,41,29,146,90,2502,1
56,32,38,1,45,79,43964,0
76,40,31,0,36,153,3551,1
82,47,4,18,35,75,47461,0
95,37,22,21,26,44,11244,0
61,50,32,37,53,104,5476,1
71,33,43,43,23,31,8411,0
23,55,26,4,35,156,8650,1
26,52,43,18,83,139,3031,1
42,37,45,19,132,108,38477,1
11,49,31,48,103,157,38555,1
15,38,16,9,189,0,576,0
23,42,25,10,128,155,6320,1
74,36,45,24,192,141,36386,1
68,41,30,17,178,148,26010,1
56,49,36,22,65,132,19796,1
96,26,39,39,3,106,37610,1
39,62,12,18,113,126,45868,1
96,50,19,31,8,145,20708,1
46,53,36,13,2,194,4496,1
74,66,48,22,102,155,12306,1
10,30,3,7,70,6,39209,0
69,28,40,41,141,74,12292,1
57,55,20,20,119,99,10432,1
87,34,39,41,111,4,31822,0
85,42,43,24,169,187,35619,1
55,36,40,41,19,16,10280,0
27,44,27,41,45,29,6968,0
82,67,11,36,110,181,42197,1
44,40,27,49,68,116,2272,1
40,63,5,32,169,100,32664,1
52,32,46,32,107,11,19158,0
77,26,29,25,101,52,19007,0
70,27,0,21,18,182,41510,1
51,52,6,44,35,148,12885,1
46,61,21,29,128,45,20858,0
13,40,28,37,36,167,1716,1
78,68,44,34,54,55,12988,1
12,36,0,0,170,0,26597,0
37,30,18,44,177,164,16037,1
84,27,5,33,111,93,39300,1
10,58,38,26,120,107,23243,1
81,68,35,42,97,133,33229,1
66,29,33,10,65,18,38769,0
20,50,24,29,145,184,16170,1
90,42,33,32,116,132,18349,1
83,40,41,27,102,99,39013,1
96,37,16,38,18,103,2599,1
34,26,43,11,155,91,40882,1
72,59,33,16,142,92,10948,1
51,31,40,18,152,70,25258,1
27,56,7,2,12,158,9906,1
12,55,46,17,84,175,17591,1
73,37,41,39,56,88,21511,1
25,37,28,45,194,33,40761,0
10,48,44,26,119,149,21664,1
26,44,12,22,43,77,30476,0
52,68,12,11,164,65,43164,0
43,62,24,6,150,183,16184,1
78,27,27,10,86,101,15000,1
79,45,24,33,107,4,7459,0
33,31,47,36,129,36,32270,0
44,32,43,21,28,144,35657,1
73,31,0,8,39,24,36237,0
67,44,12,34,13,137,37979,1
30,25,29,5,25,14,19738,0
87,63,0,16,90,57,21463,0
53,67,12,24,71,13,16493,0
68,58,13,19,181,28,2761,0
21,41,12,10,28,97,20284,0
87,47,3,1,101,85,35901,0
73,45,16,48,126,1,22559,0
33,33,41,12,160,193,37596,1
26,41,22,15,141,32,39022,0
17,66,49,45,136,133,30012,1
34,58,14,33,45,107,43472,1
66,57,40,22,197,182,8028,1
47,43,28,12,175,108,36422,1
52,61,47,11,70,9,25034,0
16,52,30,33,155,24,18163,0
29,46,29,19,121,112,5831,1
38,67,42,40,187,42,17859,1
20,49,18,22,18,93,16629,1
76,36,8,13,187,182,11675,1
94,28,48,2,113,136,23107,1
58,44,33,8,77,192,10738,1
72,47,12,49,18,73,6046,1
18,53,49,7,172,108,18397,1
71,25,9,14,1,70,20450,0
55,62,47,27,88,77,28353,1
44,68,33,33,124,134,25350,1
20,25,10,49,191,158,26794,1
83,36,10,1,25,166,35158,1
38,48,24,47,22,61,1547,1
10,48,24,21,69,121,46466,1
67,27,30,38,13,21,29686,0
24,34,25,20,17,147,6414,1
70,59,22,0,74,68,25714,0
86,40,18,22,161,188,29311,1
12,60,33,2,8,196,28634,1
40,46,15,20,57,187,19836,1
48,60,1,35,167,110,49098,1
46,68,30,1,126,10,40405,0
15,69,35,24,189,13,14970,0
40,55,6,1,87,88,4396,0
26,58,48,22,191,104,8762,1
51,57,41,3,170,52,5625,0
88,56,1,28,110,92,19245,1
77,31,35,7,54,102,30946,1
66,43,33,45,190,15,9309,0
39,28,9,23,0,16,33651,0
36,66,1,11,25,81,39700,0
32,52,5,33,99,44,13179,0
45,61,27,27,171,112,2485,1
43,59,38,36,97,99,25897,1
73,39,38,24,15,138,43991,1
48,31,41,38,102,44,47588,1
16,50,31,6,130,28,40715,0
71,62,32,4,33,198,38735,1
98,57,4,47,36,42,14383,0
51,56,11,29,58,36,14942,0
18,50,45,42,6,48,44586,1
26,34,1,5,48,128,1738,1
36,65,41,1,32,117,44819,1
82,61,11,14,63,9,20965,0
26,30,39,13,26,31,1138,0
81,56,26,42,181,198,43481,1
61,52,35,12,106,145,28567,1
62,47,48,2,170,2,10320,0
44,69,40,32,45,163,33143,1
38,51,5,16,105,143,29022,1
47,31,18,5,118,100,15839,1
44,33,40,21,35,143,48815,1
70,35,3,18,176,187,24467,1
19,26,11,26,7,99,13867,1
38,48,5,41,62,62,5915,0
66,48,24,21,40,137,20355,1
79,25,13,31,103,177,33055,1
47,61,23,47,164,67,36396,1
69,65,29,36,56,99,45620,1
24,46,43,44,186,169,5577,1
60,65,14,2,131,28,23268,0
99,52,42,30,54,151,13150,1
21,68,34,39,191,24,37539,0
10,34,0,10,107,179,9020,1
52,66,43,19,61,48,32556,0
28,54,10,28,77,85,26382,1
36,36,2,25,96,149,35292,1
29,59,14,48,185,173,43186,1
56,60,5,18,44,2,379,0
49,34,33,2,198,116,19719,1
41,55,14,31,44,60,33458,0
31,50,19,21,43,10,42862,0
53,45,31,39,6,18,43443,0
20,29,27,35,25,113,38003,1
52,31,6,32,198,109,6945,1
79,29,14,35,18,133,47967,1
69,31,37,31,90,73,4807,1
92,58,13,40,98,118,23042,1
81,54,1,46,23,103,38399,1
72,25,25,30,21,111,9679,1
36,28,13,15,115,22,16434,0
22,47,10,24,188,155,5381,1
75,46,41,47,182,164,4520,1
23,40,0,16,142,145,7529,1
55,32,26,17,109,2,810,0
52,65,47,20,95,116,31887,1
36,40,36,26,150,188,38503,1
86,27,21,47,147,147,47684,1
90,57,3,6,149,130,18470,1
24,29,26,3,15,88,9804,0
71,52,41,38,63,133,10498,1
29,55,38,41,184,88,7436,1
90,63,36,28,13,144,24534,1
69,60,21,44,82,126,22933,1
34,25,34,38,6,29,547,0
44,28,9,26,171,47,24655,0
51,48,39,37,133,61,2616,1
57,59,28,35,199,3,7379,0
44,29,18,18,69,37,39624,0
12,28,27,11,94,33,3127,0
11,64,42,41,118,46,13631,1
81,42,3,21,21,150,43147,1
32,35,9,18,80,90,8154,0
13,69,23,12,190,113,29037,1
76,55,23,43,149,52,33303,0
26,34,49,15,75,188,25974,1
72,62,29,41,53,168,5232,1
33,40,35,31,108,196,37399,1
68,40,31,9,140,156,46737,1
96,34,44,6,117,162,33357,1
35,62,47,38,82,141,13922,1
92,41,28,8,157,195,39040,1
89,37,32,27,52,178,42726,1
71,45,17,10,103,90,30339,0
28,42,28,18,72,82,12507,1
14,30,0,11,89,187,6325,1
97,45,43,30,39,74,4335,1
86,67,48,13,23,87,15657,1
59,56,37,36,117,78,32070,1
70,53,47,45,157,38,13556,1
68,55,43,43,97,86,48244,1
82,60,18,25,190,172,24121,1
45,57,9,16,69,91,12784,0
79,26,2,26,84,85,5082,0
88,66,45,18,38,33,33428,0
74,57,33,12,43,177,14295,1
63,57,29,32,196,138,7804,1
35,69,29,8,186,108,25285,1
80,45,25,11,132,46,42209,0
18,27,49,28,17,107,15462,1
24,57,28,45,152,31,6608,0
98,48,44,46,113,5,20707,0
27,68,40,19,97,57,33390,0
85,42,14,4,144,195,6076,1
69,67,43,13,144,169,45458,1
97,35,0,43,49,182,20881,1
12,40,9,34,174,92,15166,1
86,64,40,6,1,77,35658,1
96,60,12,39,47,31,48559,0
26,68,16,1,51,0,802,0
58,40,25,20,146,0,41193,0
94,36,31,12,105,14,2798,0
27,69,31,36,120,88,21034,1
33,28,46,41,132,81,38560,1
51,64,14,11,128,86,9100,0
11,46,48,36,69,24,21519,0
83,52,8,16,181,186,31016,1
28,41,30,20,116,79,25533,1
70,65,17,43,114,136,24499,1
34,43,6,18,9,28,18016,0
43,64,32,33,91,92,39966,1
96,56,43,6,83,127,32374,1
81,65,19,47,8,100,42722,1
79,32,39,43,64,143,42506,1
93,52,5,3,65,79,34231,0
62,59,4,49,39,128,10359,1
87,41,7,49,81,142,32869,1
65,43,41,8,104,113,19500,1
35,46,8,45,188,188,18543,1
86,36,42,46,151,106,43597,1
21,40,48,41,86,41,27964,1
34,61,32,43,150,148,27024,1
54,64,45,48,175,3,18432,0
47,51,7,12,117,68,26140,0
47,54,45,17,10,49,34756,0
77,47,27,48,9,77,46140,1
11,31,33,48,150,9,8809,0
62,61,35,24,92,69,41100,1
31,33,21,30,41,75,35137,1
52,28,30,19,142,61,48256,0
67,48,10,15,141,152,48653,1
63,61,3,49,40,172,25813,1
61,44,46,24,58,89,27947,1
20,25,23,38,108,171,11160,1
85,42,27,47,75,143,31026,1
22,47,30,8,125,191,17159,1
78,29,24,9,100,122,21828,1
95,31,41,7,97,36,37781,0
15,65,7,37,196,127,6049,1
86,49,24,44,17,196,24547,1
94,48,10,20,53,173,12403,1
75,34,24,40,171,109,48489,1
30,50,1,46,101,159,11383,1
28,27,13,37,126,59,43750,0
33,48,13,19,171,186,26526,1
80,59,34,18,117,162,35714,1
73,26,26,47,158,0,8433,0
47,61,26,20,142,69,21936,0
49,37,36,6,104,167,34392,1
66,45,37,46,79,67,46545,1
26,39,48,30,47,86,42800,1
20,41,32,19,149,42,25584,0
17,25,19,35,196,45,20863,0
57,31,33,1,6,169,5558,1
90,69,47,32,33,110,48509,1
84,63,22,21,158,114,36940,1
58,50,1,32,52,127,34578,1
78,31,9,39,16,131,24954,1
56,64,20,46,48,15,40435,0
37,33,11,22,78,2,34040,0
64,66,25,32,65,190,11161,1
16,51,11,0,120,141,11638,1
32,44,27,18,7,43,11579,0
16,55,23,23,64,169,25418,1
44,64,4,45,175,88,26957,1
13,42,4,25,74,143,25385,1
44,59,22,21,139,132,27101,1
76,46,22,35,138,178,14115,1
87,60,20,48,173,31,2522,0
67,58,25,13,3,173,41384,1
44,27,40,27,110,102,25464,1
88,38,44,44,154,180,45995,1
75,41,26,40,61,135,41215,1
58,41,1,23,143,65,12952,0
22,46,36,31,51,18,1671,0
50,34,0,12,3,18,35426,0
15,44,40,7,162,87,7228,1
83,45,6,22,113,115,28208,1
59,41,39,10,16,16,27494,0
49,64,17,7,100,40,23135,0
49,61,44,9,14,43,37924,0
20,65,47,16,111,115,49210,1
10,34,24,45,51,174,19462,1
66,38,32,13,116,1,21341,0
30,47,48,29,170,37,1485,0
71,33,23,4,93,120,16427,1
56,42,18,35,150,29,12596,0
86,53,47,48,67,43,34193,1
68,38,0,14,138,99,8024,0
47,27,34,19,81,188,49519,1
37,44,24,21,155,162,47804,1
90,49,19,1,6,65,41846,0
71,31,10,24,189,100,9299,1
15,57,31,39,199,93,3975,1
62,45,10,40,46,95,43449,1
82,27,4,5,108,108,35621,0
55,25,1,32,25,98,19717,1
51,58,46,40,162,139,26675,1
24,69,18,2,47,149,25190,1
53,26,18,5,104,98,36591,1
43,28,9,23,4,64,2592,0
16,48,24,28,7,148,13064,1
21,40,16,4,124,125,6219,1
69,62,33,10,170,135,44624,1
72,67,21,48,171,56,23167,1
81,54,6,31,16,64,37332,0
87,67,6,15,170,162,49793,1
93,28,18,18,124,144,33167,1
82,30,4,41,110,16,40469,0
82,65,11,42,49,76,49018,1
18,63,13,22,75,135,27402,1
27,46,0,48,127,54,19179,0
82,26,40,11,142,34,5205,0
36,69,48,33,57,20,7959,0
11,49,44,7,142,16,20601,0
22,56,35,16,188,56,41906,0
50,46,17,32,133,88,21234,1
47,37,46,1,140,88,15264,1
48,28,5,18,165,48,21005,0
22,67,24,29,38,83,20565,1
53,64,38,43,42,100,31684,1
13,63,12,44,142,47,29201,0
96,53,10,6,13,154,17584,1
30,62,13,47,181,38,8152,0
82,66,36,31,126,189,43170,1
90,60,35,17,26,41,33696,0
73,32,40,24,86,96,1255,1
63,39,27,41,67,142,41150,1
59,60,39,35,171,114,34463,1
29,51,4,21,38,195,36928,1
44,32,10,5,149,26,442,0
65,44,15,15,154,32,46304,0
93,47,31,37,112,126,11789,1
61,66,7,16,182,93,48763,0
64,58,43,23,42,77,46149,1
35,28,24,34,137,194,22637,1
29,60,47,10,124,155,16034,1
37,40,12,8,12,18,4994,0
63,28,28,15,185,49,48573,0
35,29,45,28,192,59,42018,1
95,51,48,2,87,175,28081,1
90,25,39,5,127,15,20489,0
86,34,20,35,135,166,7006,1
60,65,5,40,65,75,44246,0
91,40,35,43,186,33,13854,0
51,35,23,13,57,103,20117,1
54,38,14,28,149,139,44652,1
82,50,28,38,38,5,11155,0
32,27,9,14,14,157,18975,1
75,46,36,40,180,45,29582,1
14,39,14,20,54,27,27124,0
92,64,29,30,25,180,18730,1
48,46,12,49,99,160,13400,1
95,28,18,40,15,123,33349,1
15,62,6,14,4,163,11632,1
50,66,15,42,12,23,23167,0
34,61,23,40,26,47,40082,0
92,68,48,18,22,147,4049,1
32,35,34,6,65,155,29101,1
46,35,34,17,92,165,45681,1
76,54,32,1,104,141,17791,1
13,69,14,21,14,191,9508,1
58,27,9,17,83,9,41143,0
96,41,19,5,130,181,43192,1
66,69,9,36,53,170,16848,1
20,55,46,42,12,7,39181,0
45,31,34,20,177,110,6000,1
54,42,42,23,84,27,12132,0
83,64,48,23,25,190,8049,1
95,37,16,0,99,149,10327,1
60,33,3,18,71,66,36087,0
74,31,38,3,183,190,20813,1
54,47,35,20,45,180,11885,1
59,66,1,32,13,82,33285,0
13,49,20,43,139,115,689,1
19,34,2,32,24,183,47147,1
67,45,3,34,149,48,14835,0
33,51,48,9,192,78,7756,1
93,38,18,40,160,29,1378,0
86,32,42,12,15,127,12205,1
19,49,39,41,7,92,20747,1
11,58,22,35,25,87,23754,1
47,67,42,18,74,83,7387,1
47,40,24,43,77,142,10704,1
10,35,33,0,170,175,22690,1
16,52,19,34,129,19,11705,0
16,42,11,39,188,91,30557,1
37,39,33,44,70,185,41600,1
53,36,26,32,123,43,11942,0
65,37,38,48,165,178,44872,1
16,34,10,26,24,185,15853,1
62,27,2,45,22,23,1131,0
89,35,23,16,171,77,47106,0
47,41,9,36,99,129,29199,1
18,57,34,3,55,73,26794,0
90,59,8,47,4,160,9501,1
76,53,32,36,111,184,7104,1
47,46,12,31,54,175,45475,1
70,29,21,7,141,181,16777,1
43,63,14,21,80,193,43527,1
68,58,19,17,69,34,35308,0
44,63,29,2,47,50,8998,0
52,57,7,18,134,48,11554,0
10,54,42,17,174,30,49750,0
48,56,47,30,128,10,43143,0
17,45,26,34,185,157,47113,1
63,51,16,26,24,5,45156,0
57,50,21,32,61,0,26851,0
26,63,32,13,26,84,36445,1
25,49,15,47,27,177,9551,1
56,33,33,15,131,110,31060,1
46,38,30,13,96,88,36961,1
74,36,33,48,161,120,6280,1
77,42,30,39,72,71,36952,1
84,34,11,12,70,37,22244,0
20,37,35,42,54,5,27211,0
48,56,15,17,178,194,41122,1
39,55,13,12,136,122,27134,1
10,42,40,49,175,191,23787,1
56,68,37,30,136,25,34866,0
53,57,36,21,145,107,32205,1
97,48,16,0,191,38,16816,0
25,26,1,23,178,71,33936,0
42,45,47,1,72,75,20802,1
34,53,25,10,137,95,26184,1
25,39,10,1,163,169,43574,1
39,49,9,49,148,188,16461,1
64,30,30,9,17,8,44096,0
13,44,22,27,144,84,4248,1
15,55,3,49,187,66,27890,0
20,54,23,27,198,199,39709,1
10,40,0,43,116,54,9419,0
24,54,17,27,73,145,19648,1
63,41,22,42,26,179,43471,1
66,55,9,23,120,138,1689,1
51,31,47,17,75,24,25417,0
99,53,38,5,130,143,23575,1
32,28,23,12,197,39,14012,0
26,52,34,4,52,169,40994,1
27,69,1,14,45,196,29795,1
63,39,32,11,116,116,11003,1
13,48,17,28,74,132,13012,1
47,54,21,28,59,12,38010,0
92,30,20,13,176,33,39139,0
98,68,40,25,166,157,18036,1
35,41,36,49,111,87,10360,1
57,64,14,24,37,31,3909,0
77,39,39,9,169,137,18405,1
91,52,45,20,169,97,11594,1
48,35,2,28,192,45,5149,0
51,48,12,5,20,139,42570,1
29,48,37,40,130,78,4257,1
60,63,11,45,27,188,45092,1
37,43,27,38,160,9,49330,0
43,55,48,48,119,182,23385,1
68,56,49,27,180,77,44649,1
89,61,26,19,36,63,48569,0
51,41,49,46,109,153,872,1
58,25,6,18,125,94,10230,0
95,57,24,32,181,153,4424,1
81,41,10,27,81,157,35361,1
23,39,23,43,150,188,48721,1
97,40,13,23,136,119,5830,1
61,69,35,20,89,134,5736,1
43,25,43,5,30,133,28479,1
33,39,9,36,144,195,1645,1
37,64,35,24,168,0,16155,0
35,59,46,46,169,35,49685,1
29,65,18,17,87,190,40497,1
80,47,28,48,159,178,37480,1
21,44,19,20,168,166,49496,1
87,47,20,23,59,115,10239,1
83,68,10,42,108,195,35975,1
51,30,19,42,12,126,25053,1
58,50,49,29,81,106,35430,1
10,61,18,35,79,31,34652,0
74,34,1,30,40,109,15731,1
56,30,40,10,138,53,31025,0
35,30,8,10,70,161,42604,1
13,38,20,40,29,65,16891,1
95,55,21,2,86,25,30487,0
21,45,0,31,119,196,3032,1
88,34,8,9,99,164,39960,1
66,45,11,4,26,76,25560,0
64,47,2,47,131,153,24536,1
42,25,23,44,54,146,40882,1
28,53,33,41,83,189,33988,1
32,61,3,33,63,21,33751,0
37,61,48,40,96,176,11853,1
14,38,41,43,150,41,48028,1
99,43,8,38,99,87,5671,1
29,25,36,41,167,144,43045,1
80,55,9,22,142,13,27154,0
53,47,38,1,62,148,31202,1
40,32,48,37,43,91,14614,1
82,49,12,30,3,51,9981,0
45,29,15,20,30,0,9449,0
82,34,48,31,198,132,1892,1
51,41,0,46,191,150,36845,1
64,26,4,26,140,78,24891,0
92,69,34,46,189,141,35181,1
53,32,22,47,168,155,42864,1
92,48,30,37,89,95,43757,1
87,43,21,30,46,72,14423,1
22,58,36,25,135,99,41584,1
32,37,21,42,7,141,29922,1
28,43,45,31,47,103,43291,1
44,69,42,34,156,45,17739,1
12,66,34,18,78,43,29950,0
27,64,11,10,198,100,37957,1
35,51,21,10,115,15,5223,0
90,69,10,40,169,136,35215,1
67,41,18,9,96,143,22087,1
70,63,0,45,35,90,24562,1
97,32,44,2,172,77,45234,1
56,65,36,13,26,71,35451,0
27,31,42,42,166,90,802,1
68,32,1,23,111,70,45545,0
22,57,35,44,180,51,37812,1
54,40,3,33,90,48,40923,0
33,35,17,43,60,180,20904,1
16,31,18,1,170,150,31890,1
60,32,9,36,10,192,28312,1
29,57,41,22,2,172,27475,1
53,37,8,42,196,9,27616,0
20,57,12,7,42,13,24357,0
57,29,24,40,64,132,7447,1
84,41,8,28,82,8,1339,0
94,37,16,33,61,62,45049,0
11,52,11,28,33,129,19960,1
37,34,0,12,105,35,34971,0
21,38,42,3,84,76,37093,1
91,44,5,34,145,20,45409,0
33,35,25,1,127,125,36416,1
80,41,2,20,52,110,35851,1
41,68,29,48,103,83,32636,1
25,42,23,34,80,76,46011,1
60,59,26,42,40,176,574,1
56,33,49,7,159,127,11630,1
